"area1","area2","overlap"
0.965069632675295,0.865853248257736,0.388300517162491
1.50769500041588,0.769562906019019,0.0562450543425517
1.36369796880808,1.05900574495263,0.330011638007083
0.969958442826282,1.02386018933885,0.593411469165572
1.18071338404479,0.682011715203771,0.555930598117209
1.4448406478532,0.807178735875823,0.71340397317148
1.33526468048967,0.847948761649604,0.0636668521461103
1.32779623326587,0.827921092080032,0.593697376033611
1.48420079763855,0.800944422192515,0.0449650614537467
1.04329332113866,0.898505034527261,0.496701674723424
1.76317560042844,0.573759256523772,0.29145040785104
1.51381023533668,0.898965391552338,0.251289447996681
1.3346551549721,1.13869702654301,0.422024129810837
0.960308597530457,1.09758650391086,0.311974172987667
1.1765259212425,0.853389144247558,0.659397115945007
1.55478139234401,0.767979028129048,0.571516528691518
1.99727303372856,0.748972920433516,0.683464648830046
1.33344983341885,0.753874309800267,0.60170837996053
0.918565011039391,0.781005860198093,0.269186405669252
0.977883931331235,0.725799273863231,0.393728418011334
1.06056397371503,0.689842053429857,0.39539631726285
1.26817191864302,1.26696475839253,0.86642359441601
1.68020420214634,0.925748189847582,0.018200239912021
0.946045439704903,0.942784913388095,0.444351035665925
1.29045169055735,0.84487095456916,0.182669901666489
1.21046970446696,0.936847662161199,0.781906670672143
1.37712350805759,0.926608967317406,0.334741595347283
1.20739177850464,0.841667286605116,0.37017941817045
1.05687523680172,0.86959987028149,0.657197243515736
1.0755587446447,0.785209795867559,0.436682504153202
1.25216364947937,0.937453449144414,0.381195413324084
1.69828456701271,0.759367077746901,0.734403383728567
0.86777960359268,0.791155200101457,0.232600906511271
0.923481790661754,0.894919937437407,0.491348321980195
2.22789603386536,0.781213483744978,0.690956718577971
1.23772705313604,0.783409381728234,0.229829956107792
1.18376672345585,1.11590003211859,0.662372359790664
0.972454725532771,0.919856990483822,0.304521975147433
1.00294290889724,0.819084877238311,0.445153703595256
1.35665839592912,0.890721441348433,0.772795123019014
0.974191033901661,1.06691547600531,0.51876502080981
0.814007910324108,0.908953061746615,0.253735606127132
0.824989724773332,1.07291959628674,0.586693776053091
0.926294710239745,0.825798961045621,0.510915834836028
1.20927670737365,0.760956665657432,0.644789292143783
1.34676466318251,0.992422025816268,0.714447963734799
1.06975266784866,1.00474729486723,0.407176759955155
1.2037351666022,0.806264460617967,0.378147637556517
1.62684742774945,0.831752422219324,0.706823247260795
1.7551083712824,0.859659676111733,0.731284303287785
1.42319696683444,0.913120121526845,0.571806177346574
1.62020829544053,1.07238089329621,0.130224940499212
1.31057953541494,0.718600866690394,0.475507761907461
1.36363177878138,0.922971410897844,0.670321282169335
1.43846749173008,0.818801670809989,0
1.3143326515783,0.815656699482133,0.720853301461048
0.989131354794154,0.991900364322646,0.510893029574117
1.79420078079602,0.624783859412673,0.622831982133572
1.03877010226915,0.647070937150602,0.267851012353509
1.38204652128115,0.692427581950142,0.631405874176334
1.38568441475763,0.799173988460097,0.622480694065952
1.8157114942187,0.787916012912319,0.525517335236897
1.13711090991183,0.857790547468539,0.547301332437257
1.14959945843748,1.0439170820664,0.734780550119697
1.27544203395064,0.817433757915751,0.6448570774672
1.35628216451187,1.08062560774943,0.624518483455152
0.981122825089187,0.660838806918946,0.376134294317064
0.87792384659042,0.990417402735147,0.64936893162887
1.47568017516824,0.939578302798509,0.583941554727641
1.50946169681447,0.888877522676921,0.275183446114099
0.787848134771593,0.7762859857894,0.387268115928667
1.68525185720864,0.892519563890346,0.832086307267662
1.43658589618371,0.894834680015265,0.454846467338329
