"V1","V2"
1.19780488155677,0.795727812994576
0.922497031358796,0.740291785836286
0.942332047856164,0.783240628446052
1.16184842588346,0.816591268963185
1.25280153449828,0.802478846347958
0.741561656682208,1.09950097926311
1.14918212529196,0.865280025647741
1.00513190745345,1.12611247189237
0.90734168913388,0.790157903461081
0.655040550703836,0.870486293680325
0.784722452162739,0.876454873919765
0.521522382541129,0.729826391755107
1.01590177589227,0.670008606410379
0.920491431510625,0.863403124566462
0.845721419425193,0.804881296632428
0.937962781291984,1.1758591938076
0.943208358388537,0.788018270352343
0.909085036523827,0.976846721944518
0.841834287886585,0.915398197823258
0.940263116077704,1.2557769987485
0.876796495755906,1.08241068766699
0.75795837008346,1.34183777313842
0.980280350538457,0.720717654715163
0.806456917493631,1.01820565004134
0.762046382602358,0.769601403903916
0.924828929173653,0.882843420319023
1.0312953091141,0.800765788970951
1.3287887502958,0.968210096244683
1.27350254556939,0.947545725253781
0.868839520950329,1.01813738938775
0.904168153160187,1.0086232001939
1.46136227543301,0.867555535070885
0.693454515062752,0.816696859658777
1.06130179685787,0.917688190709054
0.989949624431913,0.875612285626668
0.954134773629669,0.943637284128195
0.89428718169287,0.777044345311188
1.03379612903191,0.785197758842425
0.736944811473955,0.846531254242088
1.28072194285539,0.881877020964696
0.938339079721468,0.928887056060416
1.23479692531086,0.716449623802191
1.16348802889469,0.801644396815283
1.15012210545847,0.715212826746623
1.15460482927018,0.982220477526552
0.690041000131148,0.88478709067718
1.05545040964572,0.776110406872141
0.831845203946995,0.886807118855288
0.662215383266759,0.953429817660158
0.909527026330512,1.08837843243868
0.648919286985952,0.914822819839623
1.07770915788879,0.856643744862994
0.814424799218692,0.668222458600995
0.75398962356301,0.802633742048144
1.20358572712389,0.621757935998979
0.916490327500331,0.827355271694409
1.13583602953464,0.676673724934604
1.11665507232045,0.895044572829916
1.00419062071726,0.682476236081813
0.932018287512457,0.884464527473172
0.802136532819104,0.853265097285137
0.986824506834727,0.884117565169396
0.782806174911846,0.680137688276862
1.11010119645097,0.803777790887028
0.947906353214497,0.707934193349698
1.15841628149915,0.814286260722686
0.950818519346728,0.746807998395228
0.893061063568406,0.879303333190574
1.10520768921289,0.899408009542561
1.00175469530666,0.850031508453312
1.1099662493035,0.873292086650811
1.06813513159558,0.687356924146421
0.743191518877923,0.869145440118912
1.75183559784603,0.796852138400329
0.79302555951987,0.744647439698223
0.965900140150043,0.812192849721492
0.800048299456983,0.771315277264966
0.740229297722195,0.704706602730552
0.967054108399876,1.02809347030915
0.668229764108176,0.834252367302997
1.16862834473319,1.2455776295816
0.737253301436231,0.911364554091288
0.746084081371219,0.759296576994975
1.0564519574673,1.15209729475907
0.979238640463029,0.769888610719654
1.00399147915175,1.02588621605837
1.11009047718128,0.787766497142654
0.658993886350453,0.833145740554661
1.11880939893848,0.77279433818542
1.08285949137719,0.831217786097843
0.919511089328769,0.848619294439494
0.639317251836323,0.838572336528868
0.989079796539848,0.81461431087637
0.705554782428375,0.826653425800885
0.875936991196334,1.0257395227034
0.972768376297572,0.820244726929885
1.08060288150944,0.810726806625074
1.2846060391578,0.716200504424463
1.02022211315729,0.711242472382645
